Latitud,Longitud,Hora,Azimut [°],Elevacion [°],Distancia [Km]
-45.8756,-89.6800,08:26:30,7.41,-64.93,12107.07
-45.8139,-89.7010,08:26:31,7.51,-64.97,12110.09
-45.7214,-89.7324,08:26:32,7.57,-64.99,12112.10
-45.6597,-89.7533,08:26:33,7.64,-65.01,12114.10
-45.5980,-89.7741,08:26:34,7.70,-65.03,12116.11
-45.5363,-89.7949,08:26:35,7.77,-65.06,12118.10
-45.4746,-89.8157,08:26:36,7.83,-65.09,12121.09
-45.3821,-89.8468,08:26:38,7.93,-65.11,12123.08
-45.3203,-89.8675,08:26:39,7.99,-65.13,12125.07
-45.2586,-89.8881,08:26:40,8.06,-65.16,12127.05
-45.1969,-89.9088,08:26:41,8.12,-65.18,12129.02
-45.1352,-89.9293,08:26:42,8.22,-65.21,12131.98
-45.0426,-89.9601,08:26:43,8.29,-65.23,12133.95
-44.9809,-89.9806,08:26:44,8.35,-65.25,12135.92
-44.9192,-90.0011,08:26:45,8.42,-65.28,12137.88
-44.8574,-90.0215,08:26:46,8.48,-65.30,12139.84
-44.7957,-90.0419,08:26:47,8.55,-65.33,12142.77
-44.7031,-90.0724,08:26:49,8.65,-65.35,12144.72
-44.6414,-90.0927,08:26:50,8.71,-65.37,12146.66
-44.5796,-90.1130,08:26:51,8.78,-65.40,12148.60
-44.5179,-90.1333,08:26:52,8.84,-65.42,12150.54
-44.4561,-90.1535,08:26:53,8.91,-65.44,12152.47
-44.3635,-90.1837,08:26:54,9.01,-65.47,12155.37
-44.3017,-90.2038,08:26:55,9.08,-65.49,12157.29
-44.2399,-90.2239,08:26:56,9.14,-65.51,12159.22
-44.1782,-90.2440,08:26:57,9.21,-65.54,12161.13
-44.1164,-90.2640,08:26:58,9.28,-65.56,12163.05
-44.0237,-90.2939,08:27:00,9.38,-65.59,12165.91
-43.9620,-90.3139,08:27:01,9.44,-65.61,12167.82
-43.9002,-90.3338,08:27:02,9.51,-65.63,12169.72
-43.8384,-90.3537,08:27:03,9.58,-65.65,12171.62
-43.7766,-90.3735,08:27:04,9.64,-65.68,12173.51
-43.7148,-90.3933,08:27:05,9.74,-65.71,12176.35
-43.6221,-90.4230,08:27:06,9.81,-65.73,12178.23
-43.5603,-90.4427,08:27:07,9.88,-65.75,12180.11
-43.4985,-90.4624,08:27:08,9.95,-65.77,12181.99
-43.4367,-90.4821,08:27:09,10.02,-65.79,12183.87
-43.3749,-90.5017,08:27:11,10.12,-65.82,12186.67
-43.2822,-90.5311,08:27:12,10.19,-65.85,12188.54
-43.2204,-90.5506,08:27:13,10.25,-65.87,12190.40
-43.1585,-90.5702,08:27:14,10.32,-65.89,12192.26
-43.0967,-90.5897,08:27:15,10.39,-65.91,12194.11
-43.0349,-90.6091,08:27:16,10.49,-65.94,12196.89
-42.9421,-90.6383,08:27:17,10.56,-65.96,12198.73
-42.8803,-90.6577,08:27:18,10.63,-65.98,12200.57
-42.8185,-90.6770,08:27:19,10.70,-66.00,12202.41
-42.7566,-90.6964,08:27:20,10.77,-66.02,12204.25
-42.6948,-90.7156,08:27:21,10.87,-66.06,12206.99
-42.6020,-90.7445,08:27:23,10.94,-66.08,12208.82
-42.5402,-90.7638,08:27:24,11.01,-66.10,12210.64
-42.4783,-90.7830,08:27:25,11.08,-66.12,12212.46
-42.4165,-90.8021,08:27:26,11.15,-66.14,12214.27
-42.3546,-90.8213,08:27:27,11.25,-66.17,12216.99
-42.2618,-90.8499,08:27:28,11.32,-66.19,12218.79
-42.1999,-90.8690,08:27:29,11.39,-66.21,12220.59
-42.1381,-90.8880,08:27:30,11.46,-66.23,12222.39
-42.0762,-90.9070,08:27:31,11.53,-66.25,12225.08
-41.9834,-90.9355,08:27:33,11.64,-66.28,12226.87
-41.9215,-90.9544,08:27:34,11.71,-66.31,12228.66
-41.8596,-90.9733,08:27:35,11.78,-66.33,12230.44
-41.7977,-90.9922,08:27:36,11.85,-66.35,12232.22
-41.7358,-91.0110,08:27:37,11.92,-66.37,12234.88
-41.6430,-91.0393,08:27:38,12.02,-66.40,12236.65
-41.5811,-91.0580,08:27:39,12.09,-66.42,12238.41
-41.5192,-91.0768,08:27:40,12.16,-66.44,12240.17
-41.4573,-91.0955,08:27:41,12.24,-66.46,12241.93
-41.3954,-91.1142,08:27:42,12.34,-66.49,12244.56
-41.3025,-91.1422,08:27:44,12.41,-66.51,12246.31
-41.2406,-91.1608,08:27:45,12.48,-66.53,12248.06
-41.1787,-91.1794,08:27:46,12.56,-66.55,12249.80
-41.1168,-91.1980,08:27:47,12.63,-66.57,12251.54
-41.0549,-91.2165,08:27:48,12.70,-66.59,12254.14
-40.9620,-91.2443,08:27:49,12.81,-66.62,12255.87
-40.9000,-91.2628,08:27:50,12.88,-66.64,12257.59
-40.8381,-91.2813,08:27:51,12.95,-66.66,12259.31
-40.7762,-91.2997,08:27:52,13.02,-66.68,12261.03
-40.7142,-91.3181,08:27:53,13.10,-66.70,12263.60
-40.6213,-91.3456,08:27:55,13.20,-66.73,12265.31
-40.5594,-91.3640,08:27:56,13.28,-66.75,12267.01
-40.4974,-91.3823,08:27:57,13.35,-66.77,12268.72
-40.4355,-91.4006,08:27:58,13.42,-66.79,12270.41
-40.3735,-91.4188,08:27:59,13.49,-66.81,12272.11
-40.2806,-91.4462,08:28:00,13.60,-66.84,12274.64
-40.2186,-91.4644,08:28:01,13.68,-66.86,12276.33
-40.1567,-91.4825,08:28:02,13.75,-66.88,12278.01
-40.0947,-91.5007,08:28:03,13.82,-66.90,12279.69
-40.0327,-91.5188,08:28:04,13.90,-66.92,12281.36
-39.9398,-91.5459,08:28:06,14.01,-66.95,12283.87
-39.8778,-91.5640,08:28:07,14.08,-66.97,12285.53
-39.8158,-91.5820,08:28:08,14.15,-66.99,12287.19
-39.7539,-91.6000,08:28:09,14.23,-67.01,12288.85
-39.6919,-91.6180,08:28:10,14.30,-67.03,12290.50
-39.5989,-91.6449,08:28:11,14.41,-67.06,12292.98
-39.5369,-91.6628,08:28:12,14.49,-67.08,12294.62
-39.4749,-91.6807,08:28:13,14.56,-67.10,12296.26
-39.4129,-91.6986,08:28:14,14.64,-67.12,12297.90
-39.3509,-91.7164,08:28:15,14.71,-67.14,12299.54
-39.2889,-91.7343,08:28:17,14.82,-67.17,12301.98
-39.1959,-91.7610,08:28:18,14.90,-67.19,12303.60
-39.1339,-91.7787,08:28:19,14.97,-67.21,12305.23
-39.0719,-91.7965,08:28:20,15.05,-67.22,12306.84
-39.0099,-91.8142,08:28:21,15.12,-67.24,12308.46
-38.9479,-91.8319,08:28:22,15.24,-67.27,12310.87
-38.8548,-91.8584,08:28:23,15.31,-67.29,12312.47
-38.7928,-91.8760,08:28:24,15.39,-67.31,12314.08
-38.7308,-91.8936,08:28:25,15.46,-67.33,12315.67
-38.6688,-91.9112,08:28:26,15.54,-67.35,12317.27
-38.6067,-91.9288,08:28:27,15.61,-67.38,12319.65
-38.5137,-91.9551,08:28:29,15.73,-67.40,12321.23
-38.4517,-91.9726,08:28:30,15.80,-67.42,12322.82
-38.3896,-91.9901,08:28:31,15.88,-67.44,12324.39
-38.3276,-92.0075,08:28:32,15.96,-67.45,12325.97
-38.2655,-92.0250,08:28:33,16.03,-67.47,12328.32
-38.1725,-92.0511,08:28:34,16.15,-67.50,12329.88
-38.1104,-92.0685,08:28:35,16.22,-67.52,12331.44
-38.0484,-92.0858,08:28:36,16.30,-67.54,12333.00
-37.9863,-92.1032,08:28:37,16.38,-67.56,12334.55
-37.9243,-92.1205,08:28:38,16.46,-67.58,12336.10
-37.8312,-92.1464,08:28:40,16.57,-67.60,12338.42
-37.7691,-92.1637,08:28:41,16.65,-67.62,12339.96
-37.7070,-92.1809,08:28:42,16.73,-67.64,12341.50
-37.6450,-92.1982,08:28:43,16.80,-67.66,12343.03
-37.5829,-92.2154,08:28:44,16.88,-67.68,12344.56
-37.4898,-92.2411,08:28:45,17.00,-67.71,12346.85
-37.4277,-92.2583,08:28:46,17.08,-67.73,12348.37
-37.3656,-92.2754,08:28:47,17.15,-67.74,12349.88
-37.3036,-92.2925,08:28:48,17.23,-67.76,12351.40
-37.2415,-92.3096,08:28:49,17.31,-67.78,12352.91
-37.1794,-92.3266,08:28:51,17.43,-67.81,12355.16
-37.0863,-92.3522,08:28:52,17.51,-67.83,12356.66
-37.0242,-92.3692,08:28:53,17.59,-67.85,12358.16
-36.9621,-92.3862,08:28:54,17.66,-67.86,12359.65
-36.9000,-92.4031,08:28:55,17.74,-67.88,12361.14
-36.8379,-92.4201,08:28:56,17.86,-67.91,12363.37
-36.7447,-92.4455,08:28:57,17.94,-67.93,12364.85
-36.6826,-92.4624,08:28:58,18.02,-67.95,12366.32
-36.6205,-92.4792,08:28:59,18.10,-67.96,12367.80
-36.5584,-92.4961,08:29:00,18.18,-67.98,12369.26
-36.4963,-92.5129,08:29:01,18.30,-68.01,12371.46
-36.4031,-92.5381,08:29:03,18.38,-68.03,12372.92
-36.3410,-92.5549,08:29:04,18.46,-68.05,12374.38
-36.2789,-92.5717,08:29:05,18.54,-68.06,12375.83
-36.2167,-92.5884,08:29:06,18.62,-68.08,12377.28
-36.1546,-92.6052,08:29:07,18.70,-68.11,12379.44
-36.0614,-92.6302,08:29:08,18.82,-68.13,12380.88
-35.9993,-92.6469,08:29:09,18.90,-68.14,12382.32
-35.9372,-92.6635,08:29:10,18.98,-68.16,12383.75
-35.8750,-92.6802,08:29:11,19.06,-68.18,12385.18
-35.8129,-92.6968,08:29:12,19.14,-68.20,12386.60
-35.7197,-92.7217,08:29:14,19.26,-68.22,12388.73
-35.6575,-92.7383,08:29:15,19.34,-68.24,12390.15
-35.5954,-92.7548,08:29:16,19.43,-68.26,12391.56
-35.5332,-92.7713,08:29:17,19.51,-68.28,12392.97
-35.4711,-92.7878,08:29:18,19.59,-68.29,12394.37
-35.4089,-92.8043,08:29:19,19.71,-68.32,12396.47
-35.3157,-92.8290,08:29:20,19.79,-68.34,12397.87
-35.2535,-92.8455,08:29:21,19.88,-68.35,12399.26
-35.1914,-92.8619,08:29:22,19.96,-68.37,12400.64
-35.1292,-92.8783,08:29:23,20.04,-68.39,12402.03
-35.0670,-92.8947,08:29:24,20.16,-68.42,12404.10
-34.9738,-92.9193,08:29:26,20.25,-68.43,12405.47
-34.9116,-92.9356,08:29:27,20.33,-68.45,12406.84
-34.8494,-92.9519,08:29:28,20.41,-68.47,12408.21
-34.7873,-92.9683,08:29:29,20.49,-68.48,12409.57
-34.7251,-92.9845,08:29:30,20.58,-68.51,12411.61
-34.6318,-93.0089,08:29:31,20.70,-68.53,12412.97
-34.5696,-93.0252,08:29:32,20.78,-68.54,12414.32
-34.5074,-93.0414,08:29:33,20.87,-68.56,12415.66
-34.4452,-93.0576,08:29:34,20.95,-68.58,12417.01
-34.3831,-93.0738,08:29:35,21.03,-68.59,12419.02
-34.2898,-93.0981,08:29:37,21.16,-68.62,12420.35
-34.2276,-93.1142,08:29:38,21.24,-68.64,12421.68
-34.1654,-93.1304,08:29:39,21.33,-68.65,12423.01
-34.1032,-93.1465,08:29:40,21.41,-68.67,12424.33
-34.0410,-93.1626,08:29:41,21.49,-68.69,12425.65
-33.9788,-93.1786,08:29:42,21.62,-68.71,12427.62
-33.8854,-93.2027,08:29:43,21.71,-68.73,12428.93
-33.8232,-93.2188,08:29:44,21.79,-68.75,12430.24
-33.7610,-93.2348,08:29:45,21.87,-68.76,12431.54
-33.6988,-93.2508,08:29:46,21.96,-68.78,12432.84
-33.6366,-93.2668,08:29:47,22.09,-68.80,12434.79
-33.5433,-93.2907,08:29:49,22.17,-68.82,12436.07
-33.4810,-93.3067,08:29:50,22.26,-68.84,12437.36
-33.4188,-93.3226,08:29:51,22.34,-68.85,12438.64
-33.3566,-93.3385,08:29:52,22.43,-68.87,12439.92
-33.2944,-93.3544,08:29:53,22.51,-68.89,12441.83
-33.2010,-93.3782,08:29:54,22.64,-68.91,12443.10
-33.1388,-93.3940,08:29:55,22.73,-68.93,12444.36
-33.0765,-93.4099,08:29:56,22.81,-68.94,12445.63
-33.0143,-93.4257,08:29:57,22.90,-68.96,12446.88
-32.9521,-93.4415,08:29:58,23.03,-68.98,12448.77
-32.8587,-93.4652,08:30:00,23.11,-69.00,12450.01
-32.7965,-93.4809,08:30:01,23.20,-69.01,12451.26
-32.7342,-93.4967,08:30:02,23.29,-69.03,12452.50
-32.6720,-93.5124,08:30:03,23.37,-69.05,12453.74
-32.6097,-93.5281,08:30:04,23.46,-69.07,12455.59
-32.5163,-93.5517,08:30:05,23.59,-69.08,12456.82
-32.4541,-93.5673,08:30:06,23.68,-69.10,12458.04
-32.3918,-93.5830,08:30:07,23.77,-69.12,12459.26
-32.3295,-93.5986,08:30:08,23.85,-69.13,12460.48
-32.2673,-93.6143,08:30:09,23.94,-69.16,12462.30
-32.1739,-93.6377,08:30:11,24.07,-69.17,12463.51
-32.1116,-93.6533,08:30:12,24.16,-69.19,12464.71
-32.0493,-93.6689,08:30:13,24.25,-69.20,12465.92
-31.9871,-93.6844,08:30:14,24.33,-69.22,12467.11
-31.9248,-93.7000,08:30:15,24.47,-69.24,12468.90
-31.8314,-93.7232,08:30:16,24.55,-69.26,12470.09
-31.7691,-93.7387,08:30:17,24.64,-69.27,12471.27
-31.7068,-93.7542,08:30:18,24.73,-69.29,12472.45
-31.6445,-93.7697,08:30:19,24.82,-69.30,12473.63
-31.5822,-93.7852,08:30:21,24.95,-69.33,12475.39
-31.4888,-93.8083,08:30:22,25.04,-69.34,12476.56
-31.4265,-93.8238,08:30:23,25.13,-69.36,12477.72
-31.3642,-93.8392,08:30:24,25.22,-69.37,12478.88
-31.3019,-93.8546,08:30:25,25.31,-69.39,12480.04
-31.2396,-93.8699,08:30:26,25.40,-69.41,12481.77
-31.1462,-93.8930,08:30:27,25.53,-69.42,12482.91
-31.0839,-93.9083,08:30:28,25.62,-69.44,12484.06
-31.0216,-93.9236,08:30:29,25.71,-69.45,12485.20
-30.9593,-93.9390,08:30:30,25.80,-69.47,12486.33
-30.8970,-93.9543,08:30:31,25.89,-69.48,12488.03
-30.8035,-93.9772,08:30:33,26.03,-69.50,12489.16
-30.7412,-93.9924,08:30:34,26.12,-69.52,12490.28
-30.6789,-94.0077,08:30:35,26.21,-69.53,12491.40
-30.6166,-94.0229,08:30:36,26.30,-69.55,12492.51
-30.5542,-94.0382,08:30:37,26.39,-69.56,12493.63
-30.4608,-94.0610,08:30:38,26.52,-69.59,12495.29
-30.3984,-94.0761,08:30:39,26.61,-69.60,12496.39
-30.3361,-94.0913,08:30:40,26.71,-69.61,12497.49
-30.2738,-94.1065,08:30:41,26.80,-69.63,12498.58
-30.2115,-94.1216,08:30:42,26.89,-69.64,12499.67
-30.1491,-94.1368,08:30:43,27.02,-69.66,12501.31
-30.0556,-94.1594,08:30:45,27.12,-69.68,12502.39
-29.9933,-94.1745,08:30:46,27.21,-69.69,12503.47
-29.9310,-94.1896,08:30:47,27.30,-69.71,12504.54
-29.8686,-94.2047,08:30:48,27.39,-69.72,12505.61
-29.8063,-94.2197,08:30:49,27.53,-69.74,12507.21
-29.7128,-94.2423,08:30:50,27.62,-69.76,12508.27
-29.6504,-94.2573,08:30:51,27.71,-69.77,12509.33
-29.5881,-94.2723,08:30:52,27.80,-69.78,12510.39
-29.5257,-94.2873,08:30:53,27.90,-69.80,12511.44
-29.4634,-94.3023,08:30:54,28.04,-69.82,12513.01
-29.3698,-94.3248,08:30:56,28.13,-69.83,12514.05
-29.3075,-94.3397,08:30:57,28.22,-69.85,12515.08
-29.2451,-94.3546,08:30:58,28.31,-69.86,12516.12
-29.1828,-94.3696,08:30:59,28.41,-69.87,12517.15
-29.1204,-94.3845,08:31:00,28.50,-69.89,12518.69
-29.0269,-94.4068,08:31:01,28.64,-69.91,12519.71
-28.9645,-94.4217,08:31:02,28.73,-69.92,12520.73
-28.9021,-94.4366,08:31:03,28.83,-69.93,12521.74
-28.8398,-94.4514,08:31:04,28.92,-69.95,12522.75
-28.7774,-94.4663,08:31:05,29.06,-69.97,12524.26
-28.6838,-94.4885,08:31:07,29.15,-69.98,12525.26
-28.6215,-94.5033,08:31:08,29.25,-70.00,12526.25
-28.5591,-94.5181,08:31:09,29.34,-70.01,12527.25
-28.4967,-94.5329,08:31:10,29.44,-70.02,12528.24
-28.4343,-94.5477,08:31:11,29.53,-70.04,12529.71
-28.3407,-94.5698,08:31:12,29.67,-70.05,12530.69
-28.2784,-94.5846,08:31:13,29.77,-70.07,12531.67
-28.2160,-94.5993,08:31:14,29.86,-70.08,12532.64
-28.1536,-94.6140,08:31:15,29.96,-70.09,12533.61
-28.0912,-94.6287,08:31:16,30.05,-70.11,12535.06
-27.9976,-94.6507,08:31:18,30.19,-70.13,12536.02
-27.9352,-94.6654,08:31:19,30.29,-70.14,12536.97
-27.8728,-94.6801,08:31:20,30.39,-70.15,12537.93
-27.8104,-94.6947,08:31:21,30.48,-70.16,12538.87
-27.7480,-94.7094,08:31:22,30.58,-70.18,12540.29
-27.6544,-94.7313,08:31:23,30.72,-70.20,12541.23
-27.5920,-94.7459,08:31:24,30.82,-70.21,12542.16
-27.5296,-94.7605,08:31:25,30.91,-70.22,12543.10
-27.4672,-94.7751,08:31:26,31.01,-70.23,12544.02
-27.4048,-94.7897,08:31:27,31.10,-70.25,12544.95
-27.3424,-94.8042,08:31:29,31.25,-70.26,12546.33
-27.2487,-94.8261,08:31:30,31.34,-70.28,12547.24
-27.1863,-94.8406,08:31:31,31.44,-70.29,12548.15
-27.1239,-94.8551,08:31:32,31.54,-70.30,12549.06
-27.0615,-94.8696,08:31:33,31.63,-70.31,12549.97
-26.9991,-94.8841,08:31:34,31.78,-70.33,12551.31
-26.9054,-94.9059,08:31:35,31.88,-70.34,12552.21
-26.8430,-94.9203,08:31:36,31.97,-70.36,12553.10
-26.7806,-94.9348,08:31:37,32.07,-70.37,12553.99
-26.7181,-94.9493,08:31:38,32.17,-70.38,12554.87
-26.6557,-94.9637,08:31:40,32.31,-70.40,12556.19
-26.5621,-94.9853,08:31:41,32.41,-70.41,12557.06
-26.4996,-94.9997,08:31:42,32.51,-70.42,12557.93
-26.4372,-95.0141,08:31:43,32.61,-70.43,12558.80
-26.3748,-95.0285,08:31:44,32.70,-70.44,12559.66
-26.3123,-95.0429,08:31:45,32.85,-70.46,12560.95
-26.2187,-95.0645,08:31:46,32.95,-70.47,12561.80
-26.1562,-95.0788,08:31:47,33.05,-70.49,12562.65
-26.0938,-95.0932,08:31:48,33.15,-70.50,12563.50
-26.0313,-95.1075,08:31:49,33.24,-70.51,12564.34
-25.9689,-95.1218,08:31:51,33.39,-70.53,12565.60
-25.8752,-95.1433,08:31:52,33.49,-70.54,12566.43
-25.8127,-95.1576,08:31:53,33.59,-70.55,12567.26
-25.7503,-95.1718,08:31:54,33.69,-70.56,12568.09
-25.6878,-95.1861,08:31:55,33.79,-70.57,12568.91
-25.5941,-95.2075,08:31:56,33.94,-70.59,12570.13
-25.5317,-95.2217,08:31:57,34.04,-70.60,12570.95
-25.4692,-95.2360,08:31:58,34.13,-70.61,12571.76
-25.4067,-95.2502,08:31:59,34.23,-70.62,12572.56
-25.3443,-95.2644,08:32:00,34.33,-70.63,12573.36
-25.2818,-95.2786,08:32:02,34.48,-70.65,12574.56
-25.1881,-95.2999,08:32:03,34.58,-70.66,12575.35
-25.1256,-95.3141,08:32:04,34.68,-70.67,12576.14
-25.0632,-95.3283,08:32:05,34.78,-70.68,12576.92
-25.0007,-95.3424,08:32:06,34.88,-70.69,12577.70
-24.9382,-95.3566,08:32:07,35.03,-70.71,12578.87
-24.8445,-95.3778,08:32:08,35.13,-70.72,12579.64
-24.7820,-95.3919,08:32:09,35.23,-70.73,12580.41
-24.7195,-95.4060,08:32:10,35.33,-70.74,12581.17
-24.6571,-95.4201,08:32:11,35.43,-70.75,12582.31
-24.5633,-95.4413,08:32:13,35.59,-70.76,12583.07
-24.5009,-95.4553,08:32:14,35.69,-70.77,12583.82
-24.4384,-95.4694,08:32:15,35.79,-70.78,12584.56
-24.3759,-95.4835,08:32:16,35.89,-70.79,12585.31
-24.3134,-95.4975,08:32:17,35.99,-70.80,12586.05
-24.2196,-95.5186,08:32:18,36.14,-70.82,12587.15
-24.1571,-95.5326,08:32:19,36.24,-70.83,12587.88
-24.0947,-95.5466,08:32:20,36.34,-70.84,12588.61
-24.0322,-95.5606,08:32:21,36.45,-70.85,12589.33
-23.9697,-95.5746,08:32:22,36.55,-70.86,12590.05
-23.8759,-95.5956,08:32:24,36.70,-70.87,12591.12
-23.8134,-95.6096,08:32:25,36.80,-70.88,12591.83
-23.7509,-95.6236,08:32:26,36.90,-70.89,12592.54
-23.6884,-95.6375,08:32:27,37.01,-70.90,12593.24
-23.6259,-95.6515,08:32:28,37.11,-70.91,12593.94
-23.5634,-95.6654,08:32:29,37.26,-70.93,12594.98
-23.4696,-95.6863,08:32:30,37.36,-70.94,12595.67
-23.4071,-95.7002,08:32:31,37.47,-70.95,12596.36
-23.3446,-95.7141,08:32:32,37.57,-70.96,12597.04
-23.2821,-95.7280,08:32:33,37.67,-70.96,12597.72
-23.2195,-95.7419,08:32:34,37.83,-70.98,12598.73
-23.1258,-95.7627,08:32:36,37.93,-70.99,12599.40
-23.0632,-95.7766,08:32:37,38.03,-71.00,12600.06
-23.0007,-95.7904,08:32:38,38.13,-71.01,12600.73
-22.9382,-95.8043,08:32:39,38.24,-71.02,12601.38
-22.8757,-95.8181,08:32:40,38.34,-71.03,12602.36
-22.7819,-95.8389,08:32:41,38.50,-71.04,12603.01
-22.7194,-95.8527,08:32:42,38.60,-71.05,12603.66
-22.6568,-95.8665,08:32:43,38.70,-71.06,12604.30
-22.5943,-95.8803,08:32:44,38.81,-71.06,12604.94
-22.5318,-95.8941,08:32:45,38.91,-71.07,12605.57
-22.4380,-95.9148,08:32:47,39.07,-71.09,12606.51
-22.3754,-95.9285,08:32:48,39.17,-71.09,12607.14
-22.3129,-95.9423,08:32:49,39.27,-71.10,12607.76
-22.2503,-95.9561,08:32:50,39.38,-71.11,12608.38
-22.1878,-95.9698,08:32:51,39.48,-71.12,12608.99
-22.1253,-95.9835,08:32:52,39.64,-71.13,12609.90
-22.0314,-96.0041,08:32:53,39.74,-71.14,12610.51
-21.9689,-96.0178,08:32:54,39.85,-71.15,12611.11
-21.9063,-96.0316,08:32:55,39.95,-71.16,12611.70
-21.8438,-96.0453,08:32:56,40.06,-71.17,12612.29
-21.7812,-96.0589,08:32:57,40.21,-71.18,12613.18
-21.6874,-96.0795,08:32:59,40.32,-71.19,12613.76
-21.6249,-96.0931,08:33:00,40.42,-71.19,12614.34
-21.5623,-96.1068,08:33:01,40.53,-71.20,12614.92
-21.4997,-96.1205,08:33:02,40.63,-71.21,12615.49
-21.4372,-96.1341,08:33:03,40.79,-71.22,12616.34
-21.3433,-96.1546,08:33:04,40.90,-71.23,12616.90
-21.2808,-96.1682,08:33:05,41.00,-71.24,12617.46
-21.2182,-96.1818,08:33:06,41.11,-71.24,12618.02
-21.1557,-96.1954,08:33:07,41.21,-71.25,12618.57
-21.0931,-96.2090,08:33:08,41.32,-71.26,12619.39
-20.9992,-96.2294,08:33:10,41.48,-71.27,12619.93
-20.9367,-96.2430,08:33:11,41.58,-71.28,12620.47
-20.8741,-96.2566,08:33:12,41.69,-71.29,12621.00
-20.8115,-96.2701,08:33:13,41.79,-71.29,12621.54
-20.7490,-96.2837,08:33:14,41.90,-71.30,12622.06
-20.6551,-96.3040,08:33:15,42.06,-71.31,12622.85
-20.5925,-96.3176,08:33:16,42.17,-71.32,12623.37
-20.5299,-96.3311,08:33:17,42.27,-71.33,12623.88
-20.4674,-96.3446,08:33:18,42.38,-71.33,12624.39
-20.4048,-96.3581,08:33:19,42.49,-71.34,12625.15
-20.3109,-96.3784,08:33:21,42.64,-71.35,12625.65
-20.2483,-96.3919,08:33:22,42.75,-71.36,12626.15
-20.1857,-96.4054,08:33:23,42.86,-71.36,12626.64
-20.1231,-96.4189,08:33:24,42.96,-71.37,12627.13
-20.0606,-96.4324,08:33:25,43.07,-71.38,12627.86
-19.9667,-96.4526,08:33:26,43.23,-71.39,12628.34
-19.9041,-96.4660,08:33:27,43.34,-71.39,12628.82
-19.8415,-96.4795,08:33:28,43.45,-71.40,12629.29
-19.7789,-96.4929,08:33:29,43.55,-71.41,12629.76
-19.7163,-96.5064,08:33:30,43.66,-71.41,12630.23
-19.6537,-96.5198,08:33:32,43.82,-71.42,12630.92
-19.5598,-96.5399,08:33:33,43.93,-71.43,12631.38
-19.4972,-96.5533,08:33:34,44.04,-71.44,12631.83
-19.4346,-96.5667,08:33:35,44.14,-71.44,12632.28
-19.3720,-96.5801,08:33:36,44.25,-71.45,12632.72
-19.3094,-96.5935,08:33:37,44.41,-71.46,12633.39
-19.2155,-96.6136,08:33:38,44.52,-71.46,12633.82
-19.1529,-96.6270,08:33:39,44.63,-71.47,12634.25
-19.0903,-96.6404,08:33:40,44.73,-71.47,12634.68
-19.0277,-96.6537,08:33:41,44.84,-71.48,12635.11
-18.9651,-96.6671,08:33:42,44.95,-71.49,12635.74
-18.8711,-96.6871,08:33:44,45.11,-71.49,12636.15
-18.8085,-96.7004,08:33:45,45.22,-71.50,12636.57
-18.7459,-96.7138,08:33:46,45.33,-71.51,12636.97
-18.6833,-96.7271,08:33:47,45.44,-71.51,12637.38
-18.6207,-96.7404,08:33:48,45.55,-71.52,12637.98
-18.5268,-96.7604,08:33:49,45.71,-71.53,12638.37
-18.4641,-96.7737,08:33:50,45.82,-71.53,12638.76
-18.4015,-96.7870,08:33:51,45.92,-71.54,12639.15
-18.3389,-96.8003,08:33:52,46.03,-71.54,12639.54
-18.2763,-96.8135,08:33:53,46.14,-71.55,12639.92
-18.1823,-96.8334,08:33:55,46.30,-71.55,12640.48
-18.1197,-96.8467,08:33:56,46.41,-71.56,12640.85
-18.0571,-96.8600,08:33:57,46.52,-71.56,12641.22
-17.9945,-96.8732,08:33:58,46.63,-71.57,12641.58
-17.9318,-96.8865,08:33:59,46.74,-71.57,12641.94
-17.8692,-96.8997,08:34:00,46.90,-71.58,12642.47
-17.7752,-96.9196,08:34:01,47.01,-71.59,12642.82
-17.7126,-96.9328,08:34:02,47.12,-71.59,12643.17
-17.6500,-96.9460,08:34:03,47.23,-71.60,12643.51
-17.5873,-96.9592,08:34:04,47.34,-71.60,12643.85
-17.5247,-96.9724,08:34:06,47.50,-71.61,12644.36
-17.4307,-96.9922,08:34:07,47.61,-71.61,12644.69
-17.3681,-97.0054,08:34:08,47.72,-71.62,12645.01
-17.3055,-97.0186,08:34:09,47.83,-71.62,12645.33
-17.2428,-97.0318,08:34:10,47.94,-71.62,12645.65
-17.1802,-97.0449,08:34:11,48.10,-71.63,12646.12
-17.0862,-97.0647,08:34:12,48.21,-71.63,12646.43
-17.0235,-97.0779,08:34:13,48.32,-71.64,12646.74
-16.9609,-97.0910,08:34:14,48.43,-71.64,12647.04
-16.8983,-97.1041,08:34:15,48.54,-71.65,12647.34
-16.8356,-97.1173,08:34:16,48.65,-71.65,12647.78
-16.7416,-97.1370,08:34:18,48.82,-71.66,12648.07
-16.6790,-97.1501,08:34:19,48.93,-71.66,12648.35
-16.6163,-97.1632,08:34:20,49.04,-71.66,12648.64
-16.5537,-97.1763,08:34:21,49.15,-71.67,12648.91
-16.4910,-97.1895,08:34:22,49.26,-71.67,12649.32
-16.3970,-97.2091,08:34:23,49.42,-71.68,12649.59
-16.3344,-97.2222,08:34:24,49.53,-71.68,12649.86
-16.2717,-97.2353,08:34:25,49.64,-71.68,12650.12
-16.2090,-97.2484,08:34:26,49.75,-71.69,12650.37
-16.1464,-97.2615,08:34:27,49.86,-71.69,12650.63
