Latitud,Longitud,Hora,Azimut [°],Elevacion [°],Distancia [Km]
66.7667,-98.9357,07:21:21,154.57,-52.55,10810.16
66.8261,-98.9925,07:21:22,154.59,-52.52,10804.06
66.9152,-99.0782,07:21:23,154.62,-52.47,10800.00
66.9745,-99.1357,07:21:24,154.64,-52.44,10795.93
67.0338,-99.1934,07:21:25,154.67,-52.41,10791.85
67.0931,-99.2514,07:21:26,154.69,-52.38,10787.78
67.1524,-99.3096,07:21:27,154.71,-52.33,10781.66
67.2412,-99.3975,07:21:29,154.74,-52.30,10777.58
67.3005,-99.4564,07:21:30,154.76,-52.27,10773.49
67.3597,-99.5156,07:21:31,154.78,-52.23,10769.40
67.4189,-99.5750,07:21:32,154.80,-52.20,10765.31
67.4780,-99.6348,07:21:33,154.82,-52.17,10759.16
67.5668,-99.7249,07:21:34,154.85,-52.12,10755.06
67.6259,-99.7853,07:21:35,154.87,-52.09,10750.96
67.6850,-99.8460,07:21:36,154.89,-52.06,10746.86
67.7441,-99.9070,07:21:37,154.91,-52.03,10742.75
67.8031,-99.9683,07:21:38,154.93,-51.99,10738.63
67.8622,-100.0299,07:21:40,154.96,-51.94,10732.46
67.9507,-100.1228,07:21:41,154.98,-51.91,10728.34
68.0097,-100.1851,07:21:42,155.00,-51.88,10724.22
68.0686,-100.2477,07:21:43,155.02,-51.85,10720.10
68.1276,-100.3106,07:21:44,155.04,-51.82,10715.97
68.1865,-100.3738,07:21:45,155.07,-51.77,10709.77
68.2748,-100.4692,07:21:46,155.09,-51.74,10705.64
68.3337,-100.5331,07:21:47,155.11,-51.70,10701.50
68.3926,-100.5974,07:21:48,155.14,-51.67,10697.36
68.4514,-100.6620,07:21:49,155.16,-51.64,10693.21
68.5102,-100.7269,07:21:51,155.19,-51.59,10686.99
68.5983,-100.8248,07:21:52,155.21,-51.56,10682.84
68.6571,-100.8905,07:21:53,155.23,-51.53,10678.68
68.7158,-100.9565,07:21:54,155.25,-51.50,10674.53
68.7745,-101.0229,07:21:55,155.27,-51.46,10670.37
68.8332,-101.0896,07:21:56,155.30,-51.42,10664.12
68.9212,-101.1902,07:21:57,155.32,-51.38,10659.95
68.9798,-101.2577,07:21:58,155.34,-51.35,10655.78
69.0384,-101.3255,07:21:59,155.36,-51.32,10651.61
69.0969,-101.3937,07:22:00,155.38,-51.29,10647.43
69.1848,-101.4967,07:22:02,155.41,-51.24,10641.16
69.2433,-101.5657,07:22:03,155.43,-51.21,10636.98
69.3017,-101.6351,07:22:04,155.45,-51.17,10632.79
69.3602,-101.7048,07:22:05,155.47,-51.14,10628.60
69.4186,-101.7750,07:22:06,155.49,-51.11,10624.41
69.4770,-101.8454,07:22:07,155.52,-51.06,10618.11
69.5646,-101.9518,07:22:08,155.54,-51.03,10613.91
69.6229,-102.0232,07:22:09,155.56,-51.00,10609.71
69.6813,-102.0949,07:22:10,155.58,-50.97,10605.50
69.7395,-102.1670,07:22:11,155.60,-50.93,10601.30
69.7978,-102.2395,07:22:12,155.62,-50.89,10594.97
69.8852,-102.3490,07:22:14,155.65,-50.85,10590.76
69.9433,-102.4224,07:22:15,155.67,-50.82,10586.54
70.0015,-102.4962,07:22:16,155.69,-50.79,10582.32
70.0597,-102.5704,07:22:17,155.71,-50.76,10578.10
70.1178,-102.6450,07:22:18,155.73,-50.71,10571.75
70.2049,-102.7577,07:22:19,155.76,-50.68,10567.52
70.2629,-102.8333,07:22:20,155.78,-50.64,10563.29
70.3209,-102.9093,07:22:21,155.80,-50.61,10559.05
70.3789,-102.9857,07:22:22,155.82,-50.58,10554.81
70.4369,-103.0625,07:22:23,155.84,-50.53,10548.44
70.5237,-103.1786,07:22:25,155.87,-50.50,10544.19
70.5816,-103.2564,07:22:26,155.89,-50.47,10539.94
70.6395,-103.3347,07:22:27,155.91,-50.44,10535.69
70.6973,-103.4134,07:22:28,155.93,-50.40,10531.43
70.7551,-103.4926,07:22:29,155.95,-50.37,10527.17
70.8417,-103.6121,07:22:30,155.98,-50.32,10520.78
70.8994,-103.6923,07:22:31,156.00,-50.29,10516.51
70.9571,-103.7730,07:22:32,156.02,-50.26,10512.24
71.0147,-103.8542,07:22:33,156.04,-50.23,10507.97
71.0723,-103.9357,07:22:34,156.06,-50.19,10503.70
71.1587,-104.0590,07:22:36,156.10,-50.15,10497.28
71.2162,-104.1417,07:22:37,156.12,-50.11,10493.00
71.2737,-104.2249,07:22:38,156.14,-50.08,10488.71
71.3312,-104.3085,07:22:39,156.16,-50.05,10484.42
71.3886,-104.3926,07:22:40,156.18,-50.02,10480.13
71.4460,-104.4773,07:22:41,156.21,-49.97,10473.69
71.5320,-104.6051,07:22:42,156.23,-49.94,10469.39
71.5893,-104.6909,07:22:43,156.25,-49.90,10465.09
71.6466,-104.7772,07:22:44,156.27,-49.87,10460.79
71.7038,-104.8640,07:22:45,156.29,-49.84,10456.48
71.7610,-104.9513,07:22:46,156.31,-49.79,10450.02
71.8468,-105.0832,07:22:48,156.34,-49.76,10445.70
71.9039,-105.1718,07:22:49,156.36,-49.73,10441.39
71.9609,-105.2608,07:22:50,156.38,-49.70,10437.07
72.0180,-105.3505,07:22:51,156.40,-49.66,10432.75
72.0750,-105.4406,07:22:52,156.42,-49.63,10426.26
72.1604,-105.5768,07:22:53,156.45,-49.58,10421.93
72.2173,-105.6682,07:22:54,156.47,-49.55,10417.60
72.2741,-105.7603,07:22:55,156.49,-49.52,10413.26
72.3309,-105.8528,07:22:56,156.51,-49.49,10408.92
72.3877,-105.9459,07:22:57,156.53,-49.45,10404.58
72.4445,-106.0396,07:22:59,156.56,-49.41,10398.07
72.5295,-106.1811,07:23:00,156.58,-49.37,10393.72
72.5861,-106.2762,07:23:01,156.60,-49.34,10389.37
72.6427,-106.3718,07:23:02,156.62,-49.31,10385.02
72.6993,-106.4681,07:23:03,156.64,-49.28,10380.66
72.7558,-106.5649,07:23:04,156.67,-49.23,10374.12
72.8405,-106.7112,07:23:05,156.69,-49.20,10369.76
72.8969,-106.8095,07:23:06,156.71,-49.16,10365.39
72.9532,-106.9084,07:23:07,156.73,-49.13,10361.02
73.0095,-107.0079,07:23:08,156.75,-49.10,10356.65
73.0658,-107.1080,07:23:09,156.77,-49.07,10350.09
73.1501,-107.2594,07:23:11,156.80,-49.02,10345.71
73.2063,-107.3611,07:23:12,156.82,-48.99,10341.33
73.2624,-107.4634,07:23:13,156.84,-48.95,10336.95
73.3184,-107.5663,07:23:14,156.86,-48.92,10332.56
73.3744,-107.6699,07:23:15,156.88,-48.89,10328.17
73.4584,-107.8266,07:23:16,156.91,-48.84,10321.58
73.5143,-107.9318,07:23:17,156.93,-48.81,10317.19
73.5701,-108.0377,07:23:18,156.95,-48.78,10312.79
73.6259,-108.1443,07:23:19,156.97,-48.75,10308.38
73.6816,-108.2516,07:23:20,156.99,-48.71,10303.98
73.7373,-108.3595,07:23:22,157.02,-48.67,10297.37
73.8208,-108.5228,07:23:23,157.04,-48.63,10292.96
73.8763,-108.6325,07:23:24,157.05,-48.60,10288.54
73.9318,-108.7429,07:23:25,157.07,-48.57,10284.12
73.9873,-108.8540,07:23:26,157.09,-48.54,10279.70
74.0427,-108.9658,07:23:27,157.12,-48.49,10273.07
74.1257,-109.1350,07:23:28,157.14,-48.46,10268.64
74.1810,-109.2487,07:23:29,157.16,-48.42,10264.21
74.2362,-109.3631,07:23:30,157.18,-48.39,10259.78
74.2913,-109.4783,07:23:31,157.20,-48.36,10255.34
74.3464,-109.5942,07:23:32,157.22,-48.31,10248.69
74.4290,-109.7696,07:23:34,157.25,-48.28,10244.24
74.4839,-109.8875,07:23:35,157.27,-48.25,10239.80
74.5388,-110.0062,07:23:36,157.29,-48.21,10235.35
74.5936,-110.1256,07:23:37,157.31,-48.18,10230.90
74.6484,-110.2459,07:23:38,157.33,-48.15,10226.45
74.7305,-110.4278,07:23:39,157.36,-48.10,10219.76
74.7851,-110.5501,07:23:40,157.38,-48.07,10215.30
74.8396,-110.6733,07:23:41,157.40,-48.04,10210.84
74.8941,-110.7973,07:23:42,157.42,-48.00,10206.38
74.9486,-110.9221,07:23:43,157.45,-47.96,10199.67
75.0301,-111.1109,07:23:45,157.47,-47.92,10195.20
75.0844,-111.2379,07:23:46,157.49,-47.89,10190.73
75.1386,-111.3657,07:23:47,157.51,-47.86,10186.25
75.1927,-111.4945,07:23:48,157.53,-47.83,10181.77
75.2468,-111.6241,07:23:49,157.56,-47.78,10175.04
75.3277,-111.8202,07:23:50,157.58,-47.75,10170.56
75.3816,-111.9521,07:23:51,157.60,-47.71,10166.07
75.4355,-112.0850,07:23:52,157.62,-47.68,10161.57
75.4892,-112.2187,07:23:53,157.64,-47.65,10157.08
75.5429,-112.3534,07:23:54,157.66,-47.60,10150.33
75.6233,-112.5572,07:23:56,157.69,-47.57,10145.83
75.6768,-112.6943,07:23:57,157.71,-47.54,10141.33
75.7302,-112.8324,07:23:58,157.73,-47.50,10136.82
75.7836,-112.9714,07:23:59,157.75,-47.47,10132.31
75.8368,-113.1115,07:24:00,157.77,-47.44,10125.54
75.9166,-113.3234,07:24:01,157.80,-47.39,10121.02
75.9697,-113.4660,07:24:02,157.82,-47.36,10116.50
76.0227,-113.6096,07:24:03,157.84,-47.33,10111.98
76.0756,-113.7542,07:24:04,157.86,-47.29,10107.46
76.1284,-113.8999,07:24:05,157.88,-47.25,10100.66
76.2075,-114.1204,07:24:07,157.91,-47.21,10096.13
76.2601,-114.2687,07:24:08,157.93,-47.18,10091.60
76.3127,-114.4182,07:24:09,157.95,-47.15,10087.06
76.3651,-114.5687,07:24:10,157.97,-47.12,10082.52
76.4175,-114.7204,07:24:11,157.99,-47.08,10075.70
76.4959,-114.9499,07:24:12,158.02,-47.04,10071.16
76.5481,-115.1044,07:24:13,158.04,-47.00,10066.61
76.6001,-115.2600,07:24:14,158.06,-46.97,10062.06
76.6521,-115.4167,07:24:15,158.08,-46.94,10057.51
76.7040,-115.5747,07:24:16,158.10,-46.91,10052.95
76.7817,-115.8139,07:24:18,158.13,-46.86,10046.11
76.8333,-115.9747,07:24:19,158.15,-46.83,10041.55
76.8848,-116.1368,07:24:20,158.17,-46.79,10036.98
76.9363,-116.3002,07:24:21,158.19,-46.76,10032.41
76.9876,-116.4647,07:24:22,158.21,-46.73,10027.84
77.0389,-116.6305,07:24:23,158.24,-46.68,10020.98
77.1155,-116.8816,07:24:24,158.26,-46.65,10016.40
77.1665,-117.0506,07:24:25,158.28,-46.62,10011.82
77.2174,-117.2209,07:24:26,158.30,-46.58,10007.24
77.2682,-117.3925,07:24:27,158.32,-46.55,10000.36
77.3442,-117.6524,07:24:29,158.35,-46.50,9995.77
77.3947,-117.8273,07:24:30,158.37,-46.47,9991.18
77.4451,-118.0035,07:24:31,158.39,-46.44,9986.58
77.4954,-118.1811,07:24:32,158.41,-46.41,9981.98
77.5456,-118.3601,07:24:33,158.43,-46.37,9977.38
77.6207,-118.6312,07:24:34,158.46,-46.33,9970.48
77.6706,-118.8137,07:24:35,158.48,-46.29,9965.87
77.7204,-118.9977,07:24:36,158.50,-46.26,9961.26
77.7700,-119.1830,07:24:37,158.52,-46.23,9956.65
77.8196,-119.3698,07:24:38,158.54,-46.20,9952.03
77.8690,-119.5581,07:24:40,158.57,-46.15,9945.11
77.9429,-119.8433,07:24:41,158.59,-46.12,9940.49
77.9920,-120.0353,07:24:42,158.61,-46.08,9935.86
78.0410,-120.2288,07:24:43,158.63,-46.05,9931.24
78.0899,-120.4239,07:24:44,158.65,-46.02,9926.61
78.1386,-120.6205,07:24:45,158.67,-45.97,9919.66
78.2115,-120.9183,07:24:46,158.70,-45.94,9915.02
78.2599,-121.1188,07:24:47,158.72,-45.91,9910.39
78.3081,-121.3210,07:24:48,158.74,-45.87,9905.75
78.3563,-121.5247,07:24:49,158.76,-45.84,9901.10
78.4043,-121.7301,07:24:50,158.78,-45.81,9896.46
78.4760,-122.0413,07:24:52,158.81,-45.76,9889.48
78.5236,-122.2508,07:24:53,158.83,-45.73,9884.83
78.5711,-122.4620,07:24:54,158.85,-45.70,9880.18
78.6185,-122.6749,07:24:55,158.87,-45.66,9875.52
78.6656,-122.8896,07:24:56,158.89,-45.63,9870.86
78.7127,-123.1059,07:24:57,158.92,-45.58,9863.87
78.7830,-123.4338,07:24:58,158.94,-45.55,9859.20
78.8296,-123.6545,07:24:59,158.96,-45.52,9854.53
78.8761,-123.8771,07:25:00,158.98,-45.49,9849.86
78.9225,-124.1014,07:25:01,159.00,-45.45,9845.19
78.9687,-124.3276,07:25:02,159.02,-45.41,9838.17
79.0376,-124.6704,07:25:04,159.05,-45.37,9833.49
79.0834,-124.9012,07:25:05,159.07,-45.34,9828.81
79.1290,-125.1339,07:25:06,159.09,-45.31,9824.12
79.1744,-125.3685,07:25:07,159.11,-45.28,9819.43
79.2197,-125.6050,07:25:08,159.13,-45.24,9812.40
79.2873,-125.9634,07:25:09,159.16,-45.19,9807.70
79.3321,-126.2047,07:25:10,159.18,-45.16,9803.01
79.3767,-126.4481,07:25:11,159.20,-45.13,9798.31
79.4212,-126.6934,07:25:12,159.22,-45.10,9793.60
79.4654,-126.9408,07:25:13,159.24,-45.05,9786.55
79.5315,-127.3156,07:25:15,159.27,-45.02,9781.84
79.5753,-127.5680,07:25:16,159.29,-44.98,9777.13
79.6189,-127.8225,07:25:17,159.31,-44.95,9772.42
79.6623,-128.0791,07:25:18,159.33,-44.92,9767.70
79.7055,-128.3378,07:25:19,159.35,-44.87,9760.62
79.7700,-128.7298,07:25:20,159.38,-44.84,9755.90
79.8127,-128.9938,07:25:21,159.40,-44.81,9751.18
79.8552,-129.2599,07:25:22,159.42,-44.77,9746.45
79.8975,-129.5283,07:25:23,159.44,-44.74,9741.72
79.9395,-129.7988,07:25:25,159.47,-44.69,9734.62
80.0023,-130.2087,07:25:26,159.49,-44.66,9729.88
80.0438,-130.4848,07:25:27,159.51,-44.63,9725.15
80.0851,-130.7631,07:25:28,159.53,-44.60,9720.41
80.1262,-131.0437,07:25:29,159.55,-44.56,9715.66
80.1671,-131.3266,07:25:30,159.57,-44.52,9708.54
80.2279,-131.7552,07:25:31,159.60,-44.48,9703.79
80.2682,-132.0439,07:25:32,159.62,-44.45,9699.04
80.3082,-132.3348,07:25:33,159.64,-44.42,9694.29
80.3480,-132.6282,07:25:34,159.66,-44.39,9689.53
80.3876,-132.9238,07:25:35,159.69,-44.34,9682.39
80.4465,-133.3718,07:25:37,159.71,-44.31,9677.63
80.4854,-133.6735,07:25:38,159.73,-44.27,9672.86
80.5241,-133.9776,07:25:39,159.75,-44.24,9668.09
80.5625,-134.2841,07:25:40,159.77,-44.21,9663.32
80.6007,-134.5930,07:25:41,159.79,-44.18,9656.16
80.6574,-135.0610,07:25:42,159.82,-44.13,9651.39
80.6950,-135.3761,07:25:43,159.84,-44.09,9646.61
80.7322,-135.6937,07:25:44,159.86,-44.06,9641.83
80.7691,-136.0138,07:25:45,159.88,-44.03,9637.04
80.8058,-136.3364,07:25:46,159.90,-44.00,9632.26
80.8603,-136.8250,07:25:48,159.93,-43.95,9625.07
80.8963,-137.1539,07:25:49,159.95,-43.92,9620.28
80.9320,-137.4853,07:25:50,159.97,-43.88,9615.48
80.9673,-137.8193,07:25:51,159.99,-43.85,9610.69
81.0024,-138.1559,07:25:52,160.01,-43.82,9605.89
81.0372,-138.4950,07:25:53,160.04,-43.77,9598.68
81.0888,-139.0085,07:25:54,160.06,-43.74,9593.88
81.1228,-139.3541,07:25:55,160.08,-43.71,9589.07
81.1566,-139.7023,07:25:56,160.10,-43.67,9584.26
81.1899,-140.0530,07:25:57,160.12,-43.64,9579.44
81.2230,-140.4064,07:25:58,160.14,-43.61,9572.22
81.2720,-140.9414,07:26:00,160.17,-43.56,9567.40
81.3043,-141.3013,07:26:01,160.20,-43.53,9562.58
81.3362,-141.6638,07:26:02,160.22,-43.50,9557.75
81.3678,-142.0289,07:26:03,160.24,-43.46,9552.93
81.3990,-142.3967,07:26:04,160.26,-43.43,9548.10
81.4453,-142.9532,07:26:05,160.29,-43.38,9540.85
81.4757,-143.3275,07:26:06,160.31,-43.35,9536.02
81.5057,-143.7044,07:26:07,160.33,-43.32,9531.18
81.5354,-144.0839,07:26:08,160.35,-43.29,9526.34
81.5647,-144.4660,07:26:09,160.37,-43.25,9521.50
81.6080,-145.0440,07:26:11,160.40,-43.20,9514.23
81.6363,-145.4326,07:26:12,160.42,-43.17,9509.38
81.6644,-145.8238,07:26:13,160.44,-43.14,9504.53
81.6920,-146.2176,07:26:14,160.46,-43.11,9499.68
81.7193,-146.6139,07:26:15,160.48,-43.07,9494.82
81.7462,-147.0127,07:26:16,160.51,-43.03,9487.54
81.7857,-147.6158,07:26:17,160.53,-42.99,9482.68
81.8116,-148.0210,07:26:18,160.55,-42.96,9477.81
81.8371,-148.4287,07:26:19,160.57,-42.93,9472.95
81.8622,-148.8389,07:26:20,160.59,-42.90,9468.08
81.8869,-149.2516,07:26:21,160.61,-42.85,9460.77
81.9232,-149.8752,07:26:23,160.64,-42.82,9455.90
81.9469,-150.2940,07:26:24,160.66,-42.78,9451.02
81.9701,-150.7152,07:26:25,160.68,-42.75,9446.14
81.9929,-151.1388,07:26:26,160.70,-42.72,9441.26
82.0264,-151.7785,07:26:27,160.73,-42.67,9433.94
82.0481,-152.2079,07:26:28,160.75,-42.64,9429.05
82.0694,-152.6396,07:26:29,160.78,-42.60,9424.16
82.0903,-153.0736,07:26:30,160.80,-42.57,9419.27
82.1107,-153.5098,07:26:31,160.82,-42.54,9411.93
82.1405,-154.1683,07:26:33,160.85,-42.49,9407.03
82.1599,-154.6099,07:26:34,160.87,-42.46,9402.13
82.1787,-155.0537,07:26:35,160.89,-42.43,9397.23
82.1971,-155.4996,07:26:36,160.91,-42.39,9392.32
82.2151,-155.9475,07:26:37,160.93,-42.36,9387.41
82.2411,-156.6231,07:26:38,160.96,-42.31,9380.05
82.2579,-157.0760,07:26:39,160.98,-42.28,9375.14
82.2742,-157.5308,07:26:40,161.00,-42.25,9370.22
82.2900,-157.9874,07:26:41,161.02,-42.22,9365.31
82.3054,-158.4459,07:26:42,161.04,-42.18,9360.39
82.3203,-158.9061,07:26:43,161.06,-42.13,9353.00
82.3417,-159.5997,07:26:45,161.09,-42.10,9348.08
82.3553,-160.0642,07:26:46,161.11,-42.07,9343.15
82.3685,-160.5303,07:26:47,161.13,-42.04,9338.22
82.3812,-160.9979,07:26:48,161.16,-42.00,9333.29
82.3934,-161.4671,07:26:49,161.18,-41.97,9325.88
82.4107,-162.1735,07:26:50,161.21,-41.92,9320.95
82.4217,-162.6462,07:26:51,161.23,-41.89,9316.01
82.4321,-163.1202,07:26:52,161.25,-41.86,9311.06
82.4421,-163.5955,07:26:53,161.27,-41.83,9306.12
82.4515,-164.0720,07:26:54,161.29,-41.79,9301.17
82.4647,-164.7888,07:26:56,161.32,-41.74,9293.75
82.4729,-165.2680,07:26:57,161.34,-41.71,9288.79
82.4805,-165.7482,07:26:58,161.36,-41.68,9283.84
82.4876,-166.2293,07:26:59,161.38,-41.65,9278.88
82.4942,-166.7113,07:27:00,161.40,-41.62,9273.92
82.5003,-167.1941,07:27:01,161.43,-41.57,9266.48
82.5085,-167.9197,07:27:02,161.45,-41.53,9261.51
82.5133,-168.4042,07:27:03,161.48,-41.50,9256.55
82.5176,-168.8893,07:27:04,161.50,-41.47,9251.58
82.5214,-169.3750,07:27:05,161.52,-41.44,9246.60
82.5246,-169.8611,07:27:06,161.54,-41.39,9239.14
82.5285,-170.5908,07:27:08,161.57,-41.36,9234.16
82.5304,-171.0778,07:27:09,161.59,-41.32,9229.18
82.5318,-171.5649,07:27:10,161.61,-41.29,9224.20
82.5327,-172.0521,07:27:11,161.63,-41.26,9219.22
82.5330,-172.5395,07:27:12,161.65,-41.23,9211.74
82.5326,-173.2705,07:27:13,161.68,-41.18,9206.75
82.5316,-173.7578,07:27:14,161.70,-41.14,9201.76
82.5301,-174.2448,07:27:15,161.72,-41.11,9196.76
82.5281,-174.7317,07:27:16,161.75,-41.08,9191.77
82.5256,-175.2183,07:27:17,161.77,-41.05,9186.77
82.5208,-175.9474,07:27:19,161.80,-41.00,9179.26
82.5169,-176.4330,07:27:20,161.82,-40.97,9174.26
82.5126,-176.9180,07:27:21,161.84,-40.93,9169.25
82.5077,-177.4024,07:27:22,161.86,-40.90,9164.24
82.5023,-177.8862,07:27:23,161.88,-40.87,9159.23
82.4964,-178.3693,07:27:24,161.91,-40.82,9151.71
82.4865,-179.0924,07:27:25,161.93,-40.79,9146.70
82.4793,-179.5733,07:27:26,161.95,-40.75,9141.68
82.4716,179.9466,07:27:27,161.98,-40.72,9136.66
82.4633,179.4676,07:27:28,162.00,-40.69,9131.63
82.4546,178.9896,07:27:29,162.02,-40.64,9124.08
82.4405,178.2748,07:27:31,162.05,-40.61,9119.07
82.4305,177.7997,07:27:32,162.07,-40.58,9114.04
82.4200,177.3259,07:27:33,162.09,-40.54,9109.00
82.4089,176.8535,07:27:34,162.11,-40.51,9103.97
82.3974,176.3824,07:27:35,162.13,-40.48,9096.41
82.3792,175.6785,07:27:36,162.16,-40.43,9091.37
82.3664,175.2111,07:27:37,162.19,-40.40,9086.33
82.3532,174.7452,07:27:38,162.21,-40.36,9081.29
82.3394,174.2810,07:27:39,162.23,-40.33,9076.24
82.3252,173.8185,07:27:40,162.25,-40.30,9071.19
82.3030,173.1279,07:27:42,162.28,-40.25,9063.61
82.2875,172.6697,07:27:43,162.30,-40.22,9058.56
82.2716,172.2134,07:27:44,162.32,-40.19,9053.50
82.2552,171.7589,07:27:45,162.34,-40.15,9048.44
82.2384,171.3064,07:27:46,162.37,-40.12,9043.38
82.2210,170.8558,07:27:47,162.40,-40.07,9035.79
82.1942,170.1837,07:27:48,162.42,-40.04,9030.72
82.1757,169.7381,07:27:49,162.44,-40.01,9025.65
82.1568,169.2947,07:27:50,162.46,-39.97,9020.58
82.1374,168.8534,07:27:51,162.48,-39.94,9015.51
82.1176,168.4143,07:27:53,162.51,-39.89,9007.90
82.0870,167.7597,07:27:54,162.53,-39.86,9002.82
82.0660,167.3261,07:27:55,162.56,-39.83,8997.74
82.0446,166.8948,07:27:56,162.58,-39.80,8992.66
82.0228,166.4657,07:27:57,162.60,-39.76,8987.57
82.0006,166.0390,07:27:58,162.62,-39.71,8979.94
81.9664,165.4034,07:27:59,162.65,-39.68,8974.85
81.9431,164.9826,07:28:00,162.67,-39.65,8969.76
81.9194,164.5642,07:28:01,162.69,-39.62,8964.67
81.8952,164.1483,07:28:02,162.72,-39.58,8959.57
81.8707,163.7348,07:28:03,162.74,-39.55,8951.93
81.8331,163.1192,07:28:05,162.77,-39.50,8946.82
81.8075,162.7119,07:28:06,162.79,-39.47,8941.72
81.7816,162.3071,07:28:07,162.81,-39.44,8936.62
81.7552,161.9048,07:28:08,162.83,-39.41,8931.51
81.7285,161.5051,07:28:09,162.86,-39.37,8926.40
81.6876,160.9103,07:28:10,162.89,-39.32,8918.73
81.6599,160.5170,07:28:11,162.91,-39.29,8913.62
81.6318,160.1262,07:28:12,162.93,-39.26,8908.50
81.6034,159.7381,07:28:13,162.95,-39.23,8903.38
81.5746,159.3525,07:28:14,162.97,-39.19,8898.26
81.5454,158.9695,07:28:15,163.01,-39.15,8890.58
81.5009,158.3999,07:28:17,163.03,-39.11,8885.45
81.4708,158.0235,07:28:18,163.05,-39.08,8880.32
81.4404,157.6496,07:28:19,163.07,-39.05,8875.19
81.4096,157.2784,07:28:20,163.09,-39.02,8870.06
81.3785,156.9098,07:28:21,163.12,-38.97,8862.36
81.3311,156.3617,07:28:22,163.15,-38.93,8857.22
81.2992,155.9997,07:28:23,163.17,-38.90,8852.09
81.2669,155.6402,07:28:24,163.19,-38.87,8846.94
81.2342,155.2834,07:28:25,163.21,-38.84,8841.80
81.2013,154.9291,07:28:26,163.23,-38.79,8834.08
81.1512,154.4026,07:28:28,163.26,-38.76,8828.94
81.1175,154.0549,07:28:29,163.29,-38.72,8823.78
81.0834,153.7097,07:28:30,163.31,-38.69,8818.63
81.0490,153.3672,07:28:31,163.33,-38.66,8813.48
81.0143,153.0272,07:28:32,163.36,-38.61,8805.74
80.9617,152.5220,07:28:33,163.38,-38.58,8800.58
80.9263,152.1884,07:28:34,163.41,-38.54,8795.42
80.8906,151.8574,07:28:35,163.43,-38.51,8790.26
80.8546,151.5290,07:28:36,163.45,-38.48,8785.10
80.8183,151.2030,07:28:37,163.47,-38.43,8777.34
80.7633,150.7188,07:28:39,163.50,-38.40,8772.17
80.7263,150.3992,07:28:40,163.53,-38.36,8767.00
80.6890,150.0820,07:28:41,163.55,-38.33,8761.83
80.6515,149.7673,07:28:42,163.57,-38.30,8756.65
80.6137,149.4551,07:28:43,163.59,-38.27,8748.88
80.5565,148.9914,07:28:44,163.62,-38.22,8743.70
80.5180,148.6853,07:28:45,163.65,-38.19,8738.52
80.4793,148.3816,07:28:46,163.67,-38.15,8733.33
80.4403,148.0803,07:28:47,163.69,-38.12,8728.15
80.4011,147.7815,07:28:48,163.71,-38.09,8722.96
80.3616,147.4850,07:28:50,163.74,-38.04,8715.17
